"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 13 14:29:50 UTC 2025","Wed Aug 13 14:29:51 UTC 2025","7","tests.model","test_component_models","TestMakeDisk","","","test_add_true_adds_only_inside",""
"passed","Wed Aug 13 14:29:51 UTC 2025","Wed Aug 13 14:29:51 UTC 2025","0","tests.model","test_component_models","TestFinalizeOutputMatchDispatch","","","test_match_with_dataarray",""
"passed","Wed Aug 13 14:29:51 UTC 2025","Wed Aug 13 14:29:51 UTC 2025","1","tests.model","test_component_models","TestCoerceToXda","","","test_length_mismatch",""
"passed","Wed Aug 13 14:29:51 UTC 2025","Wed Aug 13 14:29:51 UTC 2025","0","tests.model","test_component_models","TestCoerceToXda","","","test_missing_coord_keys",""
"passed","Wed Aug 13 14:29:51 UTC 2025","Wed Aug 13 14:29:51 UTC 2025","0","tests.model","test_component_models","TestParamValidation","","","test_make_disk_param_validation",""
"passed","Wed Aug 13 14:29:51 UTC 2025","Wed Aug 13 14:29:51 UTC 2025","1","tests.model","test_component_models","TestMakePtSources","","","test_requires_equal_lengths",""
"passed","Wed Aug 13 14:29:51 UTC 2025","Wed Aug 13 14:29:51 UTC 2025","2","tests.model","test_component_models","TestMakePtSources","","","test_add_true_adds_to_existing",""
"passed","Wed Aug 13 14:29:51 UTC 2025","Wed Aug 13 14:29:51 UTC 2025","0","tests.model","test_component_models","TestNearestIndicesSizeOneCompletion","","","test_ignore_plain_return_no_mask",""
"passed","Wed Aug 13 14:29:51 UTC 2025","Wed Aug 13 14:29:51 UTC 2025","0","tests.model","test_component_models","TestNearestIndicesEdgeCases","","","test_coord_vals_must_be_1d",""
"passed","Wed Aug 13 14:29:51 UTC 2025","Wed Aug 13 14:29:51 UTC 2025","0","tests.model","test_component_models","TestParamValidation","","","test_make_gauss2d_param_validation",""
"passed","Wed Aug 13 14:29:51 UTC 2025","Wed Aug 13 14:29:51 UTC 2025","0","tests.model","test_component_models","TestNearestOutOfRangePolicies","","","test_ignore_returns_mask",""
"passed","Wed Aug 13 14:29:51 UTC 2025","Wed Aug 13 14:29:51 UTC 2025","18","tests.model","test_component_models","TestMakeGauss2D","","","test_output_kinds",""
